City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
345,Pueblo,US,38.2545,-104.6091,75.61,19,1,7.0,clear sky
346,Ossora,RU,59.2353,163.0719,26.28,67,99,7.85,overcast clouds
347,Kurchum,KZ,48.5722,83.6542,42.01,45,0,3.71,clear sky
348,Sint Anthonis,NL,51.6267,5.8819,58.32,88,90,8.05,overcast clouds
349,Price,US,39.5994,-110.8107,54.66,35,90,14.97,overcast clouds
350,San Carlos,VE,9.6612,-68.5827,76.23,87,46,2.17,scattered clouds
351,Hastings,GB,50.8552,0.5729,63.18,99,100,16.64,overcast clouds
352,Skrunda,LV,56.6833,22.0167,31.66,76,95,4.63,overcast clouds
353,Tilichiki,RU,60.4667,166.1,19.18,79,95,16.02,overcast clouds
354,Ukiah,US,39.1502,-123.2078,64.56,53,1,3.44,clear sky
355,Heihe,CN,50.2441,127.4902,25.38,42,4,7.45,clear sky
356,Bitung,ID,1.4451,125.1824,85.05,69,68,7.99,broken clouds
357,Richards Bay,ZA,-28.783,32.0377,57.47,73,53,2.86,broken clouds
358,Buala,SB,-8.145,159.5921,85.57,67,10,2.19,clear sky
359,Ostrovnoy,RU,68.0531,39.5131,38.41,78,100,28.99,overcast clouds
360,Jalu,LY,29.0331,21.5482,68.99,39,14,11.5,few clouds
361,Faanui,PF,-16.4833,-151.75,80.6,76,87,15.05,overcast clouds
362,Kirakira,SB,-10.4544,161.9205,84.24,72,68,6.98,broken clouds
363,Altagracia De Orituco,VE,9.8601,-66.3814,75.56,84,84,3.24,broken clouds
364,Galle,LK,6.0367,80.217,79.92,83,98,13.27,overcast clouds
365,Jeremoabo,BR,-10.075,-38.4808,71.24,84,100,10.27,overcast clouds
366,Chuguyevka,RU,44.1653,133.8633,32.14,71,99,7.11,overcast clouds
367,Lazurne,UA,46.084,32.5295,52.23,61,88,13.33,overcast clouds
368,Vieques,PR,18.425,-65.8329,84.22,70,40,4.61,scattered clouds
369,Ancud,CL,-41.8697,-73.8203,54.43,93,8,3.6,clear sky
370,Miyang,CN,24.4042,103.4428,59.52,98,98,4.38,overcast clouds
371,Skjervoy,NO,70.0311,20.9714,36.52,57,100,14.03,light rain
372,Khrebtovaya,RU,56.7032,104.2494,25.74,89,97,5.03,overcast clouds
373,Hohhot,CN,40.8106,111.6522,33.85,45,0,6.58,clear sky
374,Juneau,US,58.3019,-134.4197,45.84,75,100,5.59,overcast clouds
375,Elhovo,BG,42.1667,26.5667,55.62,86,35,1.57,scattered clouds
376,Ewa Beach,US,21.3156,-158.0072,85.95,50,40,9.22,scattered clouds
377,Turka,UA,49.1541,23.0297,41.25,88,100,3.85,overcast clouds
378,Charters Towers,AU,-20.1,146.2667,89.46,29,0,5.5,clear sky
379,Yongan,CN,39.6957,113.6871,35.51,57,0,3.31,clear sky
380,Srandakan,ID,-7.9386,110.2506,61.74,80,84,3.4,broken clouds
381,Turangi,NZ,-39.0,175.9333,61.2,52,39,6.98,scattered clouds
382,Dingle,PH,10.9995,122.6711,81.97,84,59,8.16,broken clouds
383,Muisne,EC,0.6,-80.0333,75.04,86,98,10.02,overcast clouds
384,Baraut,IN,29.1,77.2667,69.75,89,0,4.34,clear sky
385,Bubaque,GW,11.2833,-15.8333,83.26,73,19,10.0,few clouds
386,Necochea,AR,-38.5473,-58.7368,53.04,80,5,11.12,clear sky
387,Deniliquin,AU,-35.5333,144.9667,61.65,44,0,13.58,clear sky
388,Iskateley,RU,67.6803,53.1512,33.58,96,100,7.31,overcast clouds
389,Salinopolis,BR,-0.6136,-47.3561,80.78,77,83,9.69,broken clouds
390,Tutoia,BR,-2.7619,-42.2744,80.71,82,35,12.1,scattered clouds
391,Nome,US,64.5011,-165.4064,28.47,65,90,17.27,overcast clouds
392,Alekseyevsk,RU,57.8406,108.3492,27.93,71,90,4.65,overcast clouds
393,Touros,BR,-5.1989,-35.4608,77.9,79,45,14.54,scattered clouds
394,Manado,ID,1.487,124.8455,84.97,79,20,1.14,few clouds
395,Jhajjar,IN,28.6063,76.6565,69.91,85,0,3.74,clear sky
396,Labuhan,ID,-6.8844,112.2051,83.34,72,95,5.61,overcast clouds
397,Saint George,US,37.1041,-113.5841,55.87,49,90,1.99,overcast clouds
398,Siguiri,GN,11.6667,-9.5,76.35,53,24,2.66,few clouds
399,Ilulissat,GL,69.2167,-51.1,28.42,31,7,21.85,clear sky
400,Pemba,MZ,-12.974,40.5178,76.95,76,7,9.98,clear sky
401,Ler,SS,8.3018,30.1418,74.19,79,10,3.67,clear sky
402,Ahome,MX,25.9167,-109.1833,78.75,62,100,6.71,overcast clouds
403,Balclutha,NZ,-46.2339,169.75,49.6,48,100,6.58,overcast clouds
404,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,28,0,10.36,clear sky
405,Griffith,US,41.5284,-87.4237,67.01,70,1,0.0,clear sky
406,Mayo,US,38.8876,-76.5119,61.86,60,1,4.61,clear sky
407,Alugan,PH,12.2188,125.4808,83.43,81,88,6.02,overcast clouds
408,Muzhi,RU,65.3667,64.6667,32.04,86,17,8.05,few clouds
409,Lakselv,NO,70.0513,24.9718,31.82,74,75,17.27,light snow
410,Mangan,IN,27.5167,88.5333,70.93,93,100,5.55,overcast clouds
411,Belomorsk,RU,64.5232,34.7668,32.25,81,62,11.05,broken clouds
412,Djibo,BF,14.1022,-1.6306,85.3,51,94,9.75,overcast clouds
413,Ghansor,IN,22.65,79.95,70.27,97,91,8.39,overcast clouds
414,Mandalgovi,MN,45.7625,106.2708,27.72,49,0,5.88,clear sky
415,Ise,JP,34.4833,136.7,60.12,89,100,2.82,overcast clouds
416,Acapulco,MX,16.8634,-99.8901,82.22,83,75,4.61,broken clouds
417,Bintulu,MY,3.1667,113.0333,78.62,88,78,2.82,broken clouds
418,Aloleng,PH,16.1307,119.7824,81.3,75,46,6.89,scattered clouds
419,Plettenberg Bay,ZA,-34.0527,23.3716,51.69,73,0,4.5,clear sky
420,Yulara,AU,-25.2406,130.9889,87.28,16,94,5.01,overcast clouds
421,Arklow,IE,52.7931,-6.1414,59.99,96,99,9.24,light rain
422,Solnechnyy,RU,50.7214,136.6319,27.68,48,1,3.24,clear sky
423,Lashio,MM,22.9333,97.75,65.91,97,81,1.19,broken clouds
424,Nantucket,US,41.2835,-70.0995,56.97,61,20,13.8,few clouds
425,Gat,IL,31.61,34.7642,67.41,68,5,3.69,clear sky
426,Ntoum,GA,0.3833,9.7833,78.57,97,99,2.37,light rain
427,Shingu,JP,33.7333,135.9833,65.39,92,100,8.48,overcast clouds
428,San Policarpo,PH,12.1791,125.5072,83.8,79,89,6.38,overcast clouds
429,Aksu,CN,41.1231,80.2644,53.6,22,100,2.24,overcast clouds
430,Lazaro Cardenas,MX,17.9583,-102.2,82.15,82,45,5.32,scattered clouds
431,Fairbanks,US,64.8378,-147.7164,35.82,61,67,1.63,broken clouds
432,Iisalmi,FI,63.5592,27.1907,33.82,89,100,8.14,overcast clouds
433,Daye,CN,30.0833,114.95,56.55,81,100,2.95,overcast clouds
434,Saint-Augustin,CA,51.226,-58.6502,43.81,96,100,27.72,overcast clouds
435,Chabahar,IR,25.2919,60.643,78.85,65,0,3.04,clear sky
436,Bemidji,US,47.4736,-94.8803,66.56,48,1,8.05,clear sky
437,Mehamn,NO,71.0357,27.8492,33.66,62,100,21.45,light rain
438,Tashtyp,RU,52.7939,89.8983,32.52,86,4,2.84,clear sky
439,Meadow Lake,US,34.8014,-106.5436,74.32,18,0,21.36,clear sky
440,Quirinopolis,BR,-18.4483,-50.4517,72.73,90,100,0.65,overcast clouds
441,Znin,PL,52.8496,17.7199,50.34,84,100,3.22,overcast clouds
442,Morant Bay,JM,17.8815,-76.4093,76.66,84,84,9.24,broken clouds
443,Santiago,CL,-33.4569,-70.6483,74.35,24,0,11.5,clear sky
444,Bud,US,39.447,-86.1758,60.75,81,0,5.46,clear sky
445,Kuandian,CN,40.7286,124.7847,34.7,52,5,9.6,clear sky
446,Ilfracombe,GB,51.2093,-4.1134,61.92,96,100,5.99,overcast clouds
447,Roma,US,43.2128,-75.4557,46.67,93,1,0.0,clear sky
448,Mingaora,PK,34.7758,72.3625,61.16,61,0,6.02,clear sky
449,Kamenka,RU,51.3223,42.7678,43.72,76,100,5.93,light rain
450,Shache,CN,38.4167,77.2406,48.58,22,24,4.5,few clouds
451,Macau,MO,22.2006,113.5461,76.06,78,0,8.05,clear sky
452,Shimoda,JP,34.6667,138.95,59.36,93,100,14.12,overcast clouds
453,Medina,SA,24.4686,39.6142,81.03,11,0,0.0,clear sky
454,Sobolevo,RU,54.4299,31.8996,34.74,88,9,9.93,clear sky
455,Pangai,TO,-19.8,-174.35,75.83,70,40,20.15,scattered clouds
456,Marana,US,32.4367,-111.2254,83.77,31,1,16.11,clear sky
457,Castanos,MX,26.7833,-101.4167,76.35,48,1,14.97,clear sky
458,Olinala,MX,17.8333,-98.85,70.88,66,74,2.66,broken clouds
459,Perth,AU,-31.9333,115.8333,62.78,96,90,11.5,light rain
460,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,81,14,11.34,few clouds
461,Dunedin,NZ,-45.8742,170.5036,50.81,66,100,8.99,overcast clouds
462,Warmbad,NA,-28.45,18.7333,59.59,14,0,10.71,clear sky
463,Pangnirtung,CA,66.1451,-65.7125,30.31,66,100,0.83,overcast clouds
464,Mitu,CO,1.1983,-70.1733,79.41,72,98,1.43,overcast clouds
465,Aden,YE,12.7794,45.0367,85.69,69,8,13.06,clear sky
466,Tubmanburg,LR,6.8708,-10.8172,73.27,97,58,1.97,light rain
467,Sisimiut,GL,66.9395,-53.6735,28.08,44,1,16.73,clear sky
468,Biak,ID,-0.9131,122.8766,80.71,77,82,1.97,broken clouds
469,Mount Isa,AU,-20.7333,139.5,96.57,21,6,8.05,clear sky
470,Lewistown,US,40.5992,-77.5714,56.61,44,75,0.0,broken clouds
471,Qaqortoq,GL,60.7167,-46.0333,34.3,38,41,5.44,scattered clouds
472,Tahe,CN,52.3333,124.7333,25.41,61,73,3.89,broken clouds
473,Pokhara,NP,28.2333,83.9833,68.72,89,100,6.33,light rain
474,Pitea,SE,65.3172,21.4794,26.69,91,41,5.55,scattered clouds
475,Mahajanga,MG,-15.7167,46.3167,73.42,68,20,5.75,few clouds
476,Jijiga,ET,9.35,42.8,64.51,35,32,7.47,scattered clouds
477,Kashi,CN,39.4547,75.9797,49.26,31,47,2.06,scattered clouds
478,Safaga,EG,26.7292,33.9365,77.29,43,12,17.0,few clouds
479,Vestmannaeyjar,IS,63.4427,-20.2734,47.82,76,100,15.77,heavy intensity rain
480,Viedma,AR,-40.8135,-62.9967,64.45,21,16,10.98,few clouds
481,Inhambane,MZ,-23.865,35.3833,68.74,67,100,16.71,overcast clouds
482,Sibolga,ID,1.7427,98.7792,77.74,88,100,2.44,light rain
483,Challapata,BO,-18.9,-66.7667,57.11,14,58,8.19,broken clouds
484,Nouadhibou,MR,20.931,-17.0347,71.58,83,5,8.05,clear sky
485,Bindura,ZW,-17.3019,31.3306,63.01,80,100,8.37,overcast clouds
486,Pozhva,RU,59.0912,56.0847,45.21,92,100,11.99,overcast clouds
487,Hereford,GB,52.0568,-2.7148,62.35,69,91,6.42,overcast clouds
488,Nivala,FI,63.9167,24.9667,28.69,90,97,5.14,overcast clouds
489,Beaverlodge,CA,55.2166,-119.4361,36.36,80,79,7.4,broken clouds
490,Nacogdoches,US,31.6002,-94.6335,69.44,52,1,3.44,clear sky
491,Vallenar,CL,-28.5708,-70.7581,66.47,49,0,3.18,clear sky
492,Natal,BR,-5.795,-35.2094,78.67,77,44,10.94,scattered clouds
493,Tacuarembo,UY,-31.7333,-55.9833,55.83,76,0,3.69,clear sky
494,Northam,GB,51.0333,-4.2167,61.66,96,100,9.55,overcast clouds
495,Fengzhen,CN,40.4394,113.1536,30.65,44,0,6.02,clear sky
496,Lumeje,AO,-11.55,20.7833,66.58,91,92,3.67,overcast clouds
497,Egvekinot,RU,66.3167,-179.1667,17.42,93,100,18.21,snow
498,Panguna,PG,-6.3164,155.4848,83.34,56,49,2.75,scattered clouds
499,Soyo,AO,-6.1349,12.3689,75.51,82,98,6.4,overcast clouds
500,Camacha,PT,33.0833,-16.3333,71.53,94,40,3.44,scattered clouds
501,Karlskoga,SE,59.3267,14.5239,38.07,61,100,2.91,overcast clouds
502,Maragogi,BR,-9.0122,-35.2225,76.69,85,85,7.58,overcast clouds
503,Aykhal,RU,66.0,111.5,31.8,93,97,19.57,overcast clouds
504,Poltsamaa,EE,58.6525,25.9706,33.78,82,36,8.12,scattered clouds
505,Grindavik,IS,63.8424,-22.4338,48.15,81,0,19.57,clear sky
506,Gavle,SE,60.6745,17.1417,35.96,71,100,3.02,overcast clouds
507,Ixtapa,MX,20.7,-105.2,83.43,79,75,3.44,broken clouds
508,Flagstaff,US,35.1981,-111.6513,57.79,64,90,14.0,overcast clouds
509,Amarillo,US,35.222,-101.8313,72.61,35,1,5.99,clear sky
510,Tergnier,FR,49.6561,3.3011,59.68,91,100,13.11,light rain
511,Znamenskoye,RU,57.1281,73.8282,42.37,82,100,6.38,overcast clouds
512,Zheleznodorozhnyy,RU,55.7503,38.0042,37.81,73,95,10.27,light rain
513,Ballina,AU,-28.8667,153.5667,72.79,80,97,2.13,overcast clouds
514,Savalou,BJ,7.9281,1.9756,71.82,97,98,1.74,overcast clouds
515,Flinders,AU,-34.5833,150.8552,70.21,73,86,13.42,overcast clouds
516,Poselki,RU,53.1324,46.5031,39.79,86,100,5.88,overcast clouds
517,Dunkirk,FR,51.05,2.3667,60.03,96,100,14.07,overcast clouds
518,Curitibanos,BR,-27.2828,-50.5844,52.93,97,98,3.27,overcast clouds
519,Badarpur,IN,24.9,92.6,73.96,98,100,3.4,overcast clouds
520,Anaconda,US,46.1285,-112.9423,61.79,36,64,10.22,broken clouds
521,Kloulklubed,PW,7.0419,134.2556,81.1,72,57,12.71,broken clouds
522,Rafaela,AR,-31.2503,-61.4867,69.06,43,64,5.79,broken clouds
523,Manaure,CO,11.7751,-72.4445,84.65,77,18,8.88,few clouds
524,Camocim,BR,-2.9022,-40.8411,79.86,82,30,14.74,scattered clouds
525,Leh,IN,34.1667,77.5833,35.42,82,89,3.02,overcast clouds
526,Tanout,NE,14.9709,8.8879,85.21,26,11,3.76,few clouds
527,Nisia Floresta,BR,-6.0911,-35.2086,76.44,83,48,8.7,scattered clouds
528,Mildura,AU,-34.2,142.15,64.08,44,0,6.91,clear sky
529,Ust-Nera,RU,64.5667,143.2,-0.99,95,62,2.95,broken clouds
530,Matara,LK,5.9485,80.5353,77.81,88,97,10.16,overcast clouds
531,Atar,MR,20.5169,-13.0499,88.9,11,100,2.37,overcast clouds
532,Cervo,ES,43.6702,-7.4101,63.54,81,66,4.97,broken clouds
533,Zalantun,CN,48.0,122.7167,33.1,51,3,5.57,clear sky
534,Saint-Pierre,RE,-21.3393,55.4781,71.24,69,0,4.61,clear sky
535,Fenoarivo,MG,-18.933,47.4354,55.47,94,20,3.44,few clouds
536,Tonisvorst,DE,51.3167,6.45,59.58,90,75,5.75,broken clouds
537,Sterling,US,39.0062,-77.4286,59.97,66,1,1.99,clear sky
538,Belyy Yar,RU,53.6039,91.3903,19.29,93,14,0.0,mist
539,Porbandar,IN,21.6422,69.6093,79.05,62,68,9.84,broken clouds
540,Kaseda,JP,31.4167,130.3167,59.85,69,88,5.75,overcast clouds
541,Gambiran,ID,-6.7988,111.4951,81.75,71,100,4.23,overcast clouds
542,Murgab,TM,37.4966,61.9714,49.87,53,40,2.3,scattered clouds
543,Katsuura,JP,35.1333,140.3,57.31,89,100,11.59,light rain
544,Cermeno,PA,8.7333,-79.85,77.52,77,100,4.16,overcast clouds
545,Nishihara,JP,26.1842,127.7558,78.46,73,75,8.05,broken clouds
546,Troitsko-Pechorsk,RU,62.7084,56.1964,33.84,98,100,5.7,light rain
547,Potosi,BO,-19.5836,-65.7531,48.27,50,52,6.96,broken clouds
548,Hervey Bay,AU,-25.2986,152.8535,78.91,74,27,8.79,scattered clouds
549,Kyra,RU,49.5776,111.9753,25.5,69,1,3.51,clear sky
550,Poum,NC,-20.2333,164.0167,76.35,83,98,16.96,overcast clouds
551,North Platte,US,41.1239,-100.7654,66.25,46,1,5.75,clear sky
552,Sesheke,ZM,-17.4759,24.2968,70.3,58,72,12.15,broken clouds
553,Kosa,RU,59.9445,54.9977,41.47,80,100,6.8,overcast clouds
554,Hingatungan,PH,10.584,125.1852,83.07,81,74,5.57,broken clouds
555,Maniitsoq,GL,65.4167,-52.9,32.02,41,0,6.87,clear sky
556,Kiruna,SE,67.8557,20.2251,22.12,74,75,8.05,broken clouds
557,Sokolo,ML,14.7328,-6.1219,91.62,23,99,8.12,overcast clouds
558,Maltahohe,NA,-24.8333,16.9833,58.26,10,83,14.79,broken clouds
559,Sapa,PH,5.1544,120.3241,83.7,74,100,3.24,overcast clouds
560,Suluktu,KG,39.9337,69.57,38.68,35,1,2.84,clear sky
561,Monteagudo,BO,-19.8167,-63.9833,61.97,78,100,2.55,overcast clouds
562,Roald,NO,62.5833,6.1333,48.33,53,90,13.8,light rain
563,Kasongo-Lunda,CD,-6.4667,16.8167,70.12,99,97,1.97,light rain
564,La Palma,US,33.8464,-118.0467,69.04,62,1,5.99,clear sky
565,Kabanjahe,ID,3.1001,98.4908,65.16,89,94,1.81,overcast clouds
566,Thunder Bay,CA,48.4001,-89.3168,53.51,64,1,0.0,clear sky
567,Aklavik,CA,68.2191,-135.0107,22.03,77,100,3.47,overcast clouds
568,Sibu,MY,2.3,111.8167,78.1,89,82,1.36,broken clouds
569,Erdemli,TR,36.605,34.3084,70.65,49,95,7.0,overcast clouds
570,Pakxe,LA,15.1167,105.7833,75.22,95,100,1.72,light rain
571,Palana,RU,59.1167,159.9667,24.6,66,100,24.92,overcast clouds
572,Florianopolis,BR,-27.6146,-48.5012,64.62,86,100,5.68,overcast clouds
573,Brokopondo,SR,4.75,-55.1667,78.93,84,94,9.33,overcast clouds
574,Champerico,GT,14.3,-91.9167,84.34,79,74,4.92,broken clouds
575,Hovd,MN,48.0056,91.6419,31.57,61,23,0.78,few clouds
576,Madaoua,NE,14.073,5.96,83.95,56,83,9.6,broken clouds
577,Moshupa,BW,-24.7782,25.4155,60.04,74,35,12.19,scattered clouds
578,Sawtell,AU,-30.3833,153.1,76.19,60,97,12.66,overcast clouds
579,Danjiangkou,CN,32.5428,111.5086,57.29,73,100,2.89,light rain
580,Tuy Hoa,VN,13.0833,109.3,78.89,90,100,2.95,overcast clouds
581,Panacan,PH,9.2463,118.4082,83.12,79,69,6.55,broken clouds
582,Hay River,CA,60.8156,-115.7999,34.68,68,4,5.44,clear sky
583,Rognan,NO,67.0953,15.3878,32.88,91,49,6.87,scattered clouds
584,Nioro,GM,13.35,-15.75,78.91,82,87,4.32,overcast clouds
585,Helong,CN,42.5397,128.9972,31.35,65,68,5.41,broken clouds
586,Brzeziny,PL,51.8002,19.7514,48.11,100,100,5.46,overcast clouds
587,Kulunda,RU,52.566,78.9385,39.6,57,33,6.33,scattered clouds
588,Robertsport,LR,6.7533,-11.3686,79.27,82,41,7.29,moderate rain
589,Jati,PK,24.3539,68.2671,75.54,58,2,10.25,clear sky
590,Roros,NO,62.5747,11.3842,30.04,80,20,5.75,few clouds
591,Yvetot,FR,49.6174,0.7581,62.56,93,100,14.05,overcast clouds
592,Olovyannaya,RU,50.95,115.5667,25.63,73,18,4.36,few clouds
593,El Alto,PE,-4.2714,-81.2147,63.57,86,72,14.27,broken clouds
594,Katobu,ID,-4.9408,122.5276,84.45,70,66,1.99,broken clouds
595,Jasper,US,37.2001,-94.3502,64.02,59,1,6.91,clear sky
596,Vaitape,PF,-16.5167,-151.75,80.58,76,86,15.08,overcast clouds
597,Xining,CN,36.6167,101.7667,34.59,98,100,1.77,snow
598,Jambi,ID,-1.6,103.6167,74.5,94,93,2.73,light rain
599,Syracuse,IT,37.0881,15.2792,63.32,76,8,3.49,clear sky
600,Mnogovershinnyy,RU,53.9353,139.9242,20.41,77,68,8.97,broken clouds
601,Soeng Sang,TH,14.4264,102.4606,76.01,98,97,2.39,overcast clouds
602,Ambon,ID,-3.6954,128.1814,84.34,89,20,2.3,few clouds
603,Minsk,BY,53.9,27.5667,33.55,85,5,9.19,clear sky
604,Porto Belo,BR,-27.1578,-48.5531,67.15,87,100,8.77,overcast clouds
605,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,54.66,88,34,5.79,scattered clouds
606,Lamar,US,33.6668,-95.5836,67.66,52,1,9.22,clear sky
607,Raga,SS,8.4596,25.678,72.66,85,86,2.17,overcast clouds
608,Weligama,LK,5.9667,80.4167,78.66,86,100,11.63,overcast clouds
609,Dolores,AR,-36.3132,-57.6792,48.78,90,7,7.16,clear sky
610,Yining,CN,29.0361,114.5636,55.38,90,100,0.89,light rain
611,Kondinskoye,RU,59.6481,67.41,45.03,88,100,10.22,light rain
612,Pemangkat,ID,1.1667,108.9667,81.19,77,98,2.53,overcast clouds
613,Smolensk,RU,55.0,33.0,35.11,92,31,7.85,light snow
614,Kibala,TD,9.1104,18.3463,75.07,89,100,3.22,overcast clouds
615,Khaniotis,GR,39.9991,23.58,61.41,78,18,2.01,few clouds
616,Ilhabela,BR,-23.7781,-45.3581,66.87,92,100,7.94,overcast clouds
617,Marawi,PH,7.9986,124.2928,73.65,79,66,0.13,broken clouds
618,Port Lincoln,AU,-34.7333,135.8667,61.16,69,1,19.57,clear sky
619,Leshukonskoye,RU,64.8989,45.7622,34.45,97,100,5.64,overcast clouds
620,Solwezi,ZM,-12.1688,26.3894,70.02,62,94,3.67,overcast clouds
621,Dryden,CA,49.7833,-92.7503,54.36,69,10,6.64,clear sky
622,Taksimo,RU,56.3444,114.8794,24.03,55,30,3.18,scattered clouds
623,Galesburg,US,40.9478,-90.3712,64.54,69,0,6.87,clear sky
624,Intipuca,SV,13.1969,-88.0544,75.76,91,74,1.39,broken clouds
625,Esmeraldas,BR,-19.7625,-44.3139,68.86,84,95,4.0,overcast clouds
626,Ginda,IN,30.6945,78.4932,53.92,86,69,4.07,broken clouds
627,Vanavara,RU,60.34,102.2797,29.53,97,100,5.03,overcast clouds
628,Sol-Iletsk,RU,51.1631,54.9918,49.98,52,100,7.99,light rain
629,Powell River,CA,49.8496,-124.5361,59.09,71,99,2.55,overcast clouds
630,Waddan,LY,29.1614,16.139,71.73,40,100,21.65,overcast clouds
631,Rocha,UY,-34.4833,-54.3333,47.46,85,9,2.95,clear sky
632,Magistralnyy,RU,56.1725,107.4458,27.66,63,80,3.87,broken clouds
633,Virginia Beach,US,36.8529,-75.978,66.02,60,1,6.91,clear sky
634,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,60,0,8.05,clear sky
635,Cabinda,AO,-5.55,12.2,75.83,83,97,6.35,overcast clouds
636,Sivaki,RU,52.6333,126.75,25.27,56,64,6.4,broken clouds
637,Yichang,CN,30.7144,111.2847,57.22,72,100,1.34,light rain
638,Chara,RU,56.9064,118.2631,23.81,65,86,4.81,overcast clouds
639,Klungkung,ID,-8.5333,115.4,79.48,69,100,1.3,overcast clouds
640,Sarkand,KZ,45.41,79.9186,47.08,26,0,5.21,clear sky
641,Balaka,MW,-14.9793,34.9558,72.43,74,75,7.65,broken clouds
642,Trelew,AR,-43.249,-65.3051,71.22,29,15,8.68,few clouds
643,Ulagan,RU,50.6321,87.9563,22.05,87,33,2.26,scattered clouds
644,Quatre Cocos,MU,-20.2078,57.7625,73.09,74,73,13.24,broken clouds
645,Itaqui,BR,-29.1253,-56.5531,60.15,72,27,9.06,scattered clouds
646,Kadoma,JP,34.7333,135.5833,64.65,58,51,4.68,broken clouds
647,Valley Station,US,38.1112,-85.8702,62.6,72,0,2.57,clear sky
648,Pundaguitan,PH,6.3711,126.1689,82.94,76,69,8.95,broken clouds
649,Saa,CM,4.3667,11.45,69.35,99,93,3.13,light rain
650,Xichang,CN,27.8964,102.2634,62.37,93,99,3.67,overcast clouds
651,Aubenas,FR,44.6201,4.3899,54.46,74,95,1.86,overcast clouds
