City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
88,Dikson,RU,2021-10-18 00:26:50,73.5069,80.5464,31.28,99,100,5.19
89,Goundam,ML,2021-10-18 00:26:50,16.4145,-3.6708,88.09,11,13,9.04
90,Aswan,EG,2021-10-18 00:26:50,24.0934,32.907,79.9,21,0,16.11
91,Ust-Tsilma,RU,2021-10-18 00:26:51,65.441,52.1498,37.67,86,100,9.24
92,Acapulco,MX,2021-10-18 00:25:02,16.8634,-99.8901,84.02,79,40,8.05
93,Saint-Philippe,RE,2021-10-18 00:26:51,-21.3585,55.7679,71.15,81,46,12.71
94,Mount Isa,AU,2021-10-18 00:26:52,-20.7333,139.5,89.37,13,28,10.36
95,Namibe,AO,2021-10-18 00:26:52,-15.1961,12.1522,63.7,89,46,6.2
96,Jamestown,US,2021-10-18 00:24:23,42.097,-79.2353,52.72,91,75,5.99
97,Lascahobas,HT,2021-10-18 00:26:53,18.8294,-71.9364,80.24,87,97,0.69
98,Aklavik,CA,2021-10-18 00:26:53,68.2191,-135.0107,25.63,77,54,9.57
99,Avarua,CK,2021-10-18 00:26:53,-21.2078,-159.775,78.85,73,75,8.05
100,Hilo,US,2021-10-18 00:26:54,19.7297,-155.09,82.27,71,20,8.05
101,Kempsey,AU,2021-10-18 00:26:54,-31.0833,152.8333,75.94,57,99,3.0
102,Kruisfontein,ZA,2021-10-18 00:26:55,-34.0033,24.7314,48.88,75,94,6.06
103,Broome,US,2021-10-18 00:26:55,42.2506,-75.833,51.85,69,75,1.99
104,Maldonado,UY,2021-10-18 00:22:05,-34.6667,-54.9167,56.59,82,65,5.41
105,Pallasovka,RU,2021-10-18 00:26:55,50.05,46.8833,55.35,49,100,4.18
106,Atar,MR,2021-10-18 00:26:56,20.5169,-13.0499,87.66,10,100,4.25
107,Bintulu,MY,2021-10-18 00:26:56,3.1667,113.0333,73.81,100,40,3.44
108,Doha,QA,2021-10-18 00:22:07,25.2867,51.5333,84.18,78,0,3.44
109,Alyangula,AU,2021-10-18 00:26:57,-13.8483,136.4192,87.67,70,96,4.61
110,Tuktoyaktuk,CA,2021-10-18 00:26:57,69.4541,-133.0374,24.8,93,75,5.75
111,Upernavik,GL,2021-10-18 00:26:58,72.7868,-56.1549,22.5,51,91,7.18
112,Nhulunbuy,AU,2021-10-18 00:25:17,-12.2333,136.7667,88.41,58,40,8.05
113,Praia Da Vitoria,PT,2021-10-18 00:26:58,38.7333,-27.0667,70.75,88,40,13.0
114,Arawa,PG,2021-10-18 00:26:59,-6.2132,155.5367,87.57,59,89,5.46
